nombre;url;municipio;telefonos;direccion;codigopostal;detallesObtenidos;fax;email;latitud;longitud;provincia;juez
Audiencia Provincial Penal nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--2---Coruna--A-?provincia=15;Coruña (A);981 18 20 74981 18 20 75;Rúa das Cigarreras, 1;15006;True;981 18 20 73;seccion2.ap.coruna@xustiza.gal;43.35809;-8.401462;A Coruña;FILGUEIRA BOUZA, MIGUEL ANGEL
Audiencia Provincial Penal nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--2---Coruna--A-?provincia=15;Coruña (A);981 18 20 74981 18 20 75;Rúa das Cigarreras, 1;15006;True;981 18 20 73;seccion2.ap.coruna@xustiza.gal;43.35809;-8.401462;A Coruña;JUDEL PRIETO, ANGEL
Audiencia Provincial Penal nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--2---Coruna--A-?provincia=15;Coruña (A);981 18 20 74981 18 20 75;Rúa das Cigarreras, 1;15006;True;981 18 20 73;seccion2.ap.coruna@xustiza.gal;43.35809;-8.401462;A Coruña;SANZ CREGO, SALVADOR PEDRO
Audiencia Provincial Penal nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--2---Coruna--A-?provincia=15;Coruña (A);981 18 20 74981 18 20 75;Rúa das Cigarreras, 1;15006;True;981 18 20 73;seccion2.ap.coruna@xustiza.gal;43.35809;-8.401462;A Coruña;TABOADA CASEIRO, MARIA DEL CARMEN
Audiencia Provincial Civil nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--3---Coruna--A-?provincia=15;Coruña (A);981 18 20 83981 18 20 82;Rúa das Cigarreras, 1;15006;True;981 18 20 81;seccion3.ap.coruna@xustiza.gal;43.35809;-8.401462;A Coruña;FERNANDEZ-PORTO GARCIA, RAFAEL JESUS
Audiencia Provincial Civil nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--3---Coruna--A-?provincia=15;Coruña (A);981 18 20 83981 18 20 82;Rúa das Cigarreras, 1;15006;True;981 18 20 81;seccion3.ap.coruna@xustiza.gal;43.35809;-8.401462;A Coruña;GONZALEZ CASTRO, CESAR
Audiencia Provincial Civil nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--3---Coruna--A-?provincia=15;Coruña (A);981 18 20 83981 18 20 82;Rúa das Cigarreras, 1;15006;True;981 18 20 81;seccion3.ap.coruna@xustiza.gal;43.35809;-8.401462;A Coruña;RUIZ TOVAR, MARIA JOSEFA
Audiencia Provincial Civil nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--4---Coruna--A-?provincia=15;Coruña (A);981 18 20 90981 18 20 91;Rúa das Cigarreras, 1;15006;True;981 18 20 89;seccion4.ap.coruna@xustiza.gal;43.35809;-8.401462;A Coruña;FERNANDEZ-CID TREMOYA, EDUARDO
Audiencia Provincial Civil nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--4---Coruna--A-?provincia=15;Coruña (A);981 18 20 90981 18 20 91;Rúa das Cigarreras, 1;15006;True;981 18 20 89;seccion4.ap.coruna@xustiza.gal;43.35809;-8.401462;A Coruña;GENTO CASTRO, MARIA ZULEMA
Audiencia Provincial Civil nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--4---Coruna--A-?provincia=15;Coruña (A);981 18 20 90981 18 20 91;Rúa das Cigarreras, 1;15006;True;981 18 20 89;seccion4.ap.coruna@xustiza.gal;43.35809;-8.401462;A Coruña;GONZALEZ-CARRERO FOJON, PABLO SOCRATES
Audiencia Provincial Civil nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--5---Coruna--A-?provincia=15;Coruña (A);981 18 20 98981 18 20 99;Rúa das Cigarreras, 1;15006;True;981 18 20 97;seccion5.ap.coruna@xustiza.gal;43.35809;-8.401462;A Coruña;CID CARBALLO, JORGE GINES
Audiencia Provincial Civil nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--5---Coruna--A-?provincia=15;Coruña (A);981 18 20 98981 18 20 99;Rúa das Cigarreras, 1;15006;True;981 18 20 97;seccion5.ap.coruna@xustiza.gal;43.35809;-8.401462;A Coruña;FUENTES CANDELAS, CARLOS
Audiencia Provincial Civil nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--5---Coruna--A-?provincia=15;Coruña (A);981 18 20 98981 18 20 99;Rúa das Cigarreras, 1;15006;True;981 18 20 97;seccion5.ap.coruna@xustiza.gal;43.35809;-8.401462;A Coruña;TASENDE CALVO, JULIO
Audiencia Provincial Presidencia;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Presidencia---Coruna--A-?provincia=15;Coruña (A);981 18 21 57;Rúa das Cigarreras, 1;15006;True;981 18 20 65;seccion1.ap.coruna@xustiza.gal;43.35809;-8.401462;A Coruña;CORTIZAS GONZALEZ-CRIADO, MARIA TERESA
Juzgado de Primera Instancia nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--1---Coruna--A-?provincia=15;Coruña (A);981 18 51 55981 18 51 56;Rúa Monforte, s/n. Edif. Novos Xulgados;15007;True;981 18 52 12;instancia1.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;GARCIA APONTE, FRANCISCO JAVIER
Juzgado de Primera Instancia nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--2---Coruna--A-?provincia=15;Coruña (A);981 18 51 65981 18 51 67;Rúa Monforte, s/n. Edif. Novos Xulgados;15007;True;981 18 51 66;instancia2.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;CAMBON RODRIGUEZ, MARIA ESTEFANIA
Juzgado de Primera Instancia nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--3---Coruna--A-?provincia=15;Coruña (A);981 18 21 30981 18 21 31;Rúa Monforte, s/n. Edif. Novos Xulgados;15007;True;981 18 21 28;instancia3.coruna@xustiza.gal;43.356182;-8.407078;A Coruña;GOMA GARCIA, CARMEN AMELIA
Juzgado de Primera Instancia nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--4---Coruna--A-?provincia=15;Coruña (A);981 18 51 85981 18 51 86;Rúa Monforte, s/n. Edif. Novos Xulgados;15007;True;981 18 51 87;instancia4.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;PEREZ MERINO, LUIS
Juzgado de Primera Instancia nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--5---Coruna--A-?provincia=15;Coruña (A);981 18 51 95981 18 51 97;Rúa Monforte, s/n. Edif. Novos Xulgados;15007;True;981 18 51 96;instancia5.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;MARTINEZ VAZQUEZ, JORGE
Juzgado de Primera Instancia nº 6;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--6---Coruna--A-?provincia=15;Coruña (A);981 18 52 05981 18 52 06;Rúa Monforte, s/n. Edif. Novos Xulgados;15007;True;981 18 52 07;instancia6.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;ALVAREZ GOMEZ, DOSINDA
Juzgado de Primera Instancia nº 7;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--7---Coruna--A-?provincia=15;Coruña (A);981 18 52 15981 18 52 16;Rúa Monforte, s/n. Edif. Novos Xulgados;15007;True;981 18 52 17;instancia7.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;RODRIGUEZ SANCHEZ, YOLANDA
Juzgado de Primera Instancia nº 8;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--8---Coruna--A-?provincia=15;Coruña (A);981 18 52 74981 18 52 75;Rúa Monforte, s/n. Edif. Novos Xulgados;15007;True;981 18 52 76;instancia8.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;FRAGA MANDIAN, ANTONIO
Juzgado de Primera Instancia nº 9;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--9---Coruna--A-?provincia=15;Coruña (A);981 18 52 59981 18 52 69;Rúa Monforte, s/n. Edif. Novos Xulgados;15007;True;981 18 52 59;instancia9.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;FERNANDEZ-PORTO VAZQUEZ, ANA
Juzgado de Primera Instancia nº 10;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--10---Coruna--A-?provincia=15;Coruña (A);981 18 21 94981 18 21 95;Rúa Capitán Juan Varela, s/n;15007;True;981 18 21 87;instancia10.coruna@xustiza.gal;43.3546065;-8.4085826;A Coruña;RAMOS VALVERDE, ANTONIO
Juzgado de Primera Instancia nº 11;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--11---Coruna--A-?provincia=15;Coruña (A);981 18 25 98981 18 25 97;Rúa Capitán Juan Varela, s/n;15007;True;981 18 25 99;instancia11.coruna@xustiza.gal;43.3549849;-8.4081603;A Coruña;BARRAL PICADO, ANA MARIA
Juzgado de Primera Instancia nº 12;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--12---Coruna--A-?provincia=15;Coruña (A);881 88 11 39881 88 11 38;Rúa Capitán Juan Varela, s/n;15007;True;881 88 11 40;instancia12.coruna@xustiza.gal;43.3549849;-8.4081603;A Coruña;PEREZ MASIDE, JOSE MANUEL
Juzgado de Primera Instancia nº 13;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--13---Coruna--A-?provincia=15;Coruña (A);881 88 11 73881 88 11 74;Rúa Capitán Juan Varela, s/n;15007;True;881 88 11 75;instancia13.coruna@xustiza.gal;43.3546635;-8.408514;A Coruña;RODRIGUEZ LOZANO, TANIA
Juzgado de Primera Instancia nº 14;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--14---Coruna--A-?provincia=15;Coruña (A);881 88 17 96881 88 17 97;Rúa Capitán Juan Varela, s/n;15007;True;881 88 17 98;instancia14.coruna@xustiza.gal;0.0;0.0;A Coruña;HERRERO LIAÑO, MIGUEL
Juzgado de Primera Instancia nº 15;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--15---Coruna--A-?provincia=15;Coruña (A);981 18 56 09981 18 56 06;Rúa Capitán Juan Varela, s/n;15007;True;981 18 56 10;instancia15.coruna@xustiza.gal;43.354664;-8.408514;A Coruña;FERREIROS PEREZ, BALBINO
Juzgado de Primera Instancia nº 16;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--16---Coruna--A-?provincia=15;Coruña (A);981 18 56 14;Rúa Capitán Juan Varela, s/n;15007;True;;instancia16.coruna@xustiza.gal;43.354664;-8.408514;A Coruña;RODRIGUEZ VIDAL, LUIS JAVIER
Juzgado de Instrucción nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--1---Coruna--A-?provincia=15;Coruña (A);981 18 52 25981 18 52 27;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;981 18 52 26;instrucion1.coruna@xustiza.gal;43.3562121;-8.4072454;A Coruña;DOMINGUEZ PERNAS, NATALIA PAZ
Juzgado de Instrucción nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--2---Coruna--A-?provincia=15;Coruña (A);981 18 52 35981 18 52 36;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;981 18 52 37;instrucion2.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;CARAMES MILLAN, CARMEN DE JESUS
Juzgado de Instrucción nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--3---Coruna--A-?provincia=15;Coruña (A);981 18 52 45981 18 52 47;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;981 18 52 46;instrucion3.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;RON CAMBON, MARGARITA DE
Juzgado de Instrucción nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--4---Coruna--A-?provincia=15;Coruña (A);981 18 52 55981 18 52 56;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;981 18 52 57;instrucion4.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;PARDO DOMINGUEZ, VICTOR MANUEL
Juzgado de Instrucción nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--5---Coruna--A-?provincia=15;Coruña (A);981 18 52 66981 18 52 65;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;981 18 52 67;instrucion5.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;GARCIA SUAREZ, PABLO JOSE
Juzgado de Instrucción nº 6;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--6---Coruna--A-?provincia=15;Coruña (A);981 18 51 18981 18 51 38;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;981 18 51 28;instrucion6.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;GARCIA GARCIA, MARIA JESUS
Juzgado de Instrucción nº 7;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--7---Coruna--A-?provincia=15;Coruña (A);881 88 11 19881 88 11 20;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;881 88 11 21;instrucion7.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;CAAVEIRO AMENEIRO, PURA
Juzgado de Instrucción nº 8;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--8---Coruna--A-?provincia=15;Coruña (A);881 88 16 62881 88 16 63;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;881 88 16 64;instrucion8.coruna@xustiza.gal;43.3559091;-8.4067388;A Coruña;JUSTO VICENTE, MARIA FRANCISCA
Juzgado de lo Social nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--1---Coruna--A-?provincia=15;Coruña (A);981 18 51 15981 18 51 17;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;981 18 52 11;social1.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;FUENTE SEOANE, LUCIA DE LA
Juzgado de lo Social nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--2---Coruna--A-?provincia=15;Coruña (A);981 18 51 26981 18 51 27;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;981 18 51 25;social2.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;CALLEJA CURROS, ELENA
Juzgado de lo Social nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--3---Coruna--A-?provincia=15;Coruña (A);981 18 51 36981 18 51 37;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;981 18 51 35;social3.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;VILLARINO MOURE, SUSANA
Juzgado de lo Social nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--4---Coruna--A-?provincia=15;Coruña (A);981 18 51 45981 18 51 46;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;981 18 51 47;social4.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;PITA LLOVERES, NICOLAS EMILIO
Juzgado de lo Social nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--5---Coruna--A-?provincia=15;Coruña (A);881 88 11 63881 88 11 64;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;881 88 11 65;social5.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;CARREIRA VIDAL, PILAR
Juzgado de lo Social nº 6;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--6---Coruna--A-?provincia=15;Coruña (A);881 88 17 83;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;881 88 17 86;social6.coruna@xustiza.gal;43.355907;-8.406739;A Coruña;LOPEZ ARRANZ, PATRICIA
Juzgado de lo Social nº 7;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--7---Coruna--A-?provincia=15;Coruña (A);881 88 19 74881 88 19 75;Rúa Capitán Juan Varela, s/n;15007;True;;social7.coruna@xustiza.gal;0.0;0.0;A Coruña;LOPEZ COTELO, JAVIER
Juzgado de lo Contencioso-Administrativo nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--1---Coruna--A-?provincia=15;Coruña (A);981 18 52 99;Rúa Capitán Juan Varela, s/n;15007;True;981 18 52 98;contencioso1.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;SANCHEZ SANCHEZ, ANA
Juzgado de lo Contencioso-Administrativo nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--2---Coruna--A-?provincia=15;Coruña (A);981 18 22 09981 18 22 08;Rúa Capitán Juan Varela, s/n;15007;True;981 18 22 00;contencioso2.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;TABOADA MARTINEZ, MARIA DE LUNA
Juzgado de lo Contencioso-Administrativo nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--3---Coruna--A-?provincia=15;Coruña (A);981 18 21 60981 18 21 67;Rúa Capitán Juan Varela, s/n;15007;True;981 18 21 70;contencioso3.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;PEDREIRA GARCIA, MARIA
Juzgado de lo Contencioso-Administrativo nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--4---Coruna--A-?provincia=15;Coruña (A);981 18 21 54981 18 21 58;Rúa Capitán Juan Varela, s/n;15007;True;981 18 21 62;contencioso4.coruna@xustiza.gal;43.3708731;-8.395835;A Coruña;AGRASSO BARBEITO, ROSA MARIA ISABEL
Juzgado de lo Mercantil nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Mercantil-n--1---Coruna--A-?provincia=15;Coruña (A);981 18 21 66881 88 11 35;Rúa Capitán Juan Varela, s/n;15007;True;981 18 21 34;mercantil1.coruna@xustiza.gal;43.3414289;-8.3937532;A Coruña;FACHAL NOGUER, NURIA
Juzgado de lo Mercantil nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Mercantil-n--2---Coruna--A-?provincia=15;Coruña (A);881 88 11 50881 88 11 51;Rúa Capitán Juan Varela, s/n;15007;True;881 88 11 52;mercantil2.coruna@xustiza.gal;43.3414289;-8.3937532;A Coruña;MARTINEZ BOUZAS, MARIA SALOME
Juzgado de lo Mercantil nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Mercantil-n--3---Coruna--A-?provincia=15;Coruña (A);881 88 19 90881 88 19 91;Rúa Capitán Juan Varela, s/n;15007;True;;mercantil3.coruna@xustiza.gal;43.354664;-8.408514;A Coruña;CASTRO PEREZ, MARIA DEL CARMEN
Juzgado de Violencia sobre la Mujer nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Violencia-sobre-la-Mujer-n--1---Coruna--A-?provincia=15;Coruña (A);881 88 11 12881 88 11 13;Rúa das Cigarreras, 1;15007;True;881 88 11 11;violencia1.coruna@xustiza.gal;43.355694;-8.411569;A Coruña;LOPEZ DOMINGUEZ, EVA
Juzgado de lo Penal nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--1---Coruna--A-?provincia=15;Coruña (A);981 18 51 48981 18 51 58;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;981 18 51 68;penal1.coruna@xustiza.gal;43.370872;-8.395835;A Coruña;CLEMENTE LAZARO, FRANCISCO JAVIER
Juzgado de lo Penal nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--2---Coruna--A-?provincia=15;Coruña (A);981 18 51 78981 18 51 88;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;981 18 51 98;penal2.coruna@xustiza.gal;43.370872;-8.395835;A Coruña;VAZQUEZ TAIN, JOSE ANTONIO
Juzgado de lo Penal nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--3---Coruna--A-?provincia=15;Coruña (A);981 18 52 08981 18 52 18;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;981 18 52 28;penal3.coruna@xustiza.gal;43.370872;-8.395835;A Coruña;SUAREZ-MIRA RODRIGUEZ, CARLOS MANUEL
Juzgado de lo Penal nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--4---Coruna--A-?provincia=15;Coruña (A);981 18 22 17981 18 21 33;Rúa Monforte, 1. Edif. Novos Xulgados;15007;True;981 18 21 41;penal4.coruna@xustiza.gal;43.370872;-8.395835;A Coruña;ROURA DOVAL, IRENE
